,subscriber_ecid,nday,day of week,package_data_noncash_expenses,nonpackage_data_expenses,#activated_monthly_data_packages,subscriber_data_expenses,#activated_short_term_data_packages,#activated_type_two_data_packages,is_data_usage_nonzero,#activated_type_one_data_packages,#activated_type_three_data_packages,data_usage_volume
0,-06FoayTOXJ8-,70,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
1,-06FoayTOXJ8-,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
2,-06FoayTOXJ8-,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
3,-06FoayTOXJ8-,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
4,-06FoayTOXJ8-,74,4,0.0,0.0,0,0.0,0,0,1,0,0,1.8487437020487905
5,-06FoayTOXJ8-,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
6,-06FoayTOXJ8-,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
7,-A-7LJ6WUTKfm,70,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
8,-A-7LJ6WUTKfm,71,1,402210.0,0.0,1,402210.0,0,0,0,0,0,-0.0139766307813943
9,-A-7LJ6WUTKfm,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
10,-A-7LJ6WUTKfm,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
11,-A-7LJ6WUTKfm,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
12,-A-7LJ6WUTKfm,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
13,-A-7LJ6WUTKfm,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
14,-Ajqu-Pi5VJde,70,0,0.0,772.96,0,772.96,0,0,1,0,0,-0.0066675190265952
15,-Ajqu-Pi5VJde,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
16,-Ajqu-Pi5VJde,72,2,0.0,1967.886,0,1967.886,0,0,1,0,0,0.0021251816688735
17,-Ajqu-Pi5VJde,73,3,0.0,25.288,0,25.288,0,0,1,0,0,-0.0137704046717013
18,-Ajqu-Pi5VJde,74,4,0.0,1412.422,0,1412.422,0,0,1,0,0,-0.0024267985416106
19,-Ajqu-Pi5VJde,75,5,0.0,3908.086,0,3908.086,0,0,1,0,0,0.0179903489704884
20,-Ajqu-Pi5VJde,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
21,-DgEYYT0gqMqr,70,0,0.0,85959.58,0,85959.58,0,0,1,0,0,0.6918950823073724
22,-DgEYYT0gqMqr,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
23,-DgEYYT0gqMqr,72,2,0.0,2454.026,0,2454.026,0,0,1,0,0,0.0069250692114102
24,-DgEYYT0gqMqr,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
25,-DgEYYT0gqMqr,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
26,-DgEYYT0gqMqr,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
27,-DgEYYT0gqMqr,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
28,-Ej3Gtwwcsf46,70,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
29,-Ej3Gtwwcsf46,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
30,-Ej3Gtwwcsf46,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
31,-Ej3Gtwwcsf46,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
32,-Ej3Gtwwcsf46,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
33,-Ej3Gtwwcsf46,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
34,-Ej3Gtwwcsf46,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
35,-G-uASnKNsNDL,70,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
36,-G-uASnKNsNDL,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
37,-G-uASnKNsNDL,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
38,-G-uASnKNsNDL,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
39,-G-uASnKNsNDL,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
40,-G-uASnKNsNDL,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
41,-G-uASnKNsNDL,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
42,-In6IG8Z3Ts6f,70,0,0.0,0.0,0,0.0,0,0,1,0,0,1.4500646349729602
43,-In6IG8Z3Ts6f,71,1,0.0,0.0,0,0.0,0,0,1,0,0,1.829299650364576
44,-In6IG8Z3Ts6f,72,2,0.0,0.0,0,0.0,0,0,1,0,0,0.5183297711193502
45,-In6IG8Z3Ts6f,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.7247485532987148
46,-In6IG8Z3Ts6f,74,4,0.0,0.0,0,0.0,0,0,1,0,0,-0.0139687361092337
47,-In6IG8Z3Ts6f,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.0859916143189308
48,-In6IG8Z3Ts6f,76,6,0.0,0.0,0,0.0,0,0,1,0,0,1.6283653947914511
49,-K5n1Rm62Hbpx,70,0,0.0,0.0,0,0.0,0,0,1,0,0,1.1040145031291493
50,-K5n1Rm62Hbpx,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
51,-K5n1Rm62Hbpx,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
52,-K5n1Rm62Hbpx,73,3,0.0,0.0,0,0.0,0,0,1,0,0,2.884114734193353
53,-K5n1Rm62Hbpx,74,4,0.0,0.0,0,0.0,0,0,1,0,0,-0.0139645397793028
54,-K5n1Rm62Hbpx,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.0318515371483885
55,-K5n1Rm62Hbpx,76,6,151510.0,0.0,1,151510.0,0,0,1,0,0,2.5857108572107466
56,-KmyI86h1R9bQ,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.0586114077504284
57,-KmyI86h1R9bQ,71,1,0.0,0.0,0,0.0,0,0,1,0,0,0.1063205971133025
58,-KmyI86h1R9bQ,72,2,0.0,0.0,0,0.0,0,0,1,0,0,-0.0025116619142969
59,-KmyI86h1R9bQ,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.0722019935903341
60,-KmyI86h1R9bQ,74,4,0.0,0.0,0,0.0,0,0,1,0,0,-0.0091044305492178
61,-KmyI86h1R9bQ,75,5,0.0,0.0,0,0.0,0,0,1,0,0,3.248369287035465
62,-KmyI86h1R9bQ,76,6,0.0,0.0,0,0.0,0,0,1,0,0,-0.0099372261777188
63,-OgQJDuZ2cIdB,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.2325245267823114
64,-OgQJDuZ2cIdB,71,1,0.0,0.0,0,0.0,0,0,1,0,0,0.4487280742892899
65,-OgQJDuZ2cIdB,72,2,0.0,0.0,0,0.0,0,0,1,0,0,0.2574776980038626
66,-OgQJDuZ2cIdB,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.6653757328002204
67,-OgQJDuZ2cIdB,74,4,0.0,0.0,0,0.0,0,0,1,0,0,0.8488755503869772
68,-OgQJDuZ2cIdB,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.3163199526545331
69,-OgQJDuZ2cIdB,76,6,0.0,0.0,0,0.0,0,0,1,0,0,0.280848901595492
70,-QXHomYaJxYXi,70,0,0.0,0.0,0,0.0,0,0,1,0,0,8.452706564201552
71,-QXHomYaJxYXi,71,1,0.0,0.0,0,0.0,0,0,1,0,0,19.818704154094306
72,-QXHomYaJxYXi,72,2,0.0,0.0,0,0.0,0,0,1,0,0,9.554596105055012
73,-QXHomYaJxYXi,73,3,0.0,0.0,0,0.0,0,0,1,0,0,7.46241294347903
74,-QXHomYaJxYXi,74,4,402210.0,0.0,1,402210.0,0,0,1,0,0,6.943326718594038
75,-QXHomYaJxYXi,75,5,0.0,0.0,0,0.0,0,0,1,0,0,7.605444744702008
76,-QXHomYaJxYXi,76,6,0.0,0.0,0,0.0,0,0,1,0,0,11.321397769570892
77,-XU6p4P-782mp,70,0,402210.0,0.0,1,402210.0,0,0,1,0,0,14.24390837589056
78,-XU6p4P-782mp,71,1,0.0,0.0,0,0.0,0,0,1,0,0,7.303384795243093
79,-XU6p4P-782mp,72,2,0.0,0.0,0,0.0,0,0,1,0,0,6.582733395709253
80,-XU6p4P-782mp,73,3,0.0,0.0,0,0.0,0,0,1,0,0,8.626342060313583
81,-bPxbPMMP56D0,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.1017671403518717
82,-bPxbPMMP56D0,71,1,0.0,0.0,0,0.0,0,0,1,0,0,0.1964307925979916
83,-bPxbPMMP56D0,72,2,0.0,0.0,0,0.0,0,0,1,0,0,-0.0058102871764134
84,-bPxbPMMP56D0,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.0045598783650761
85,-bPxbPMMP56D0,74,4,0.0,0.0,0,0.0,0,0,1,0,0,-0.0016881016940754
86,-bPxbPMMP56D0,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.3494824058611885
87,-bPxbPMMP56D0,76,6,0.0,0.0,0,0.0,0,0,1,0,0,0.1908504956436767
88,-r1I_1VjtSvZL,70,0,0.0,0.0,0,0.0,0,0,1,0,0,-0.0138334645409041
89,-r1I_1VjtSvZL,71,1,0.0,0.0,0,0.0,0,0,1,0,0,-0.0138992302593652
90,-r1I_1VjtSvZL,72,2,0.0,0.0,0,0.0,0,0,1,0,0,-0.0139584490066479
91,-r1I_1VjtSvZL,73,3,0.0,0.0,0,0.0,0,0,1,0,0,-0.0139106770116333
92,-r1I_1VjtSvZL,74,4,0.0,0.0,0,0.0,0,0,1,0,0,0.1697358031768174
93,-r1I_1VjtSvZL,75,5,0.0,28378.368,0,28378.368,0,0,1,0,0,0.266399273041036
94,-r1I_1VjtSvZL,76,6,0.0,631.328,0,631.328,0,0,1,0,0,-0.0088151763082274
95,-tL3HaNlpu-TE,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.307592248060169
96,-tL3HaNlpu-TE,71,1,0.0,0.0,0,0.0,0,0,1,0,0,1.18460698006168
97,-tL3HaNlpu-TE,72,2,0.0,0.0,0,0.0,0,0,1,0,0,0.3570306422558528
98,-tL3HaNlpu-TE,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.732184408147154
99,-tL3HaNlpu-TE,74,4,0.0,0.0,0,0.0,0,0,1,0,0,1.0796270076295824
100,-tL3HaNlpu-TE,75,5,0.0,0.0,0,0.0,0,0,1,0,0,1.4906753718259995
101,-tL3HaNlpu-TE,76,6,0.0,0.0,0,0.0,0,0,1,0,0,0.5391745577345106
102,-uw3FokEwcN86,70,0,0.0,0.0,0,0.0,0,0,1,0,0,3.464888151300616
103,-uw3FokEwcN86,71,1,0.0,0.0,0,0.0,0,0,1,0,0,0.8389625828269338
104,-uw3FokEwcN86,72,2,0.0,0.0,0,0.0,0,0,1,0,0,1.4900402912446595
105,-uw3FokEwcN86,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.0205164177038096
106,-uw3FokEwcN86,74,4,0.0,0.0,0,0.0,0,0,1,0,0,0.7792931288151473
107,-uw3FokEwcN86,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.4467646445977044
108,-uw3FokEwcN86,76,6,0.0,0.0,0,0.0,0,0,1,0,0,2.6194137141341507
109,-wi6IABUFT0YE,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.1915556671233736
110,-wi6IABUFT0YE,71,1,0.0,0.0,0,0.0,0,0,1,0,0,0.4962959465827885
111,-wi6IABUFT0YE,72,2,0.0,0.0,0,0.0,0,0,1,0,0,1.3770066562429135
112,-wi6IABUFT0YE,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.950805762557667
113,-wi6IABUFT0YE,74,4,0.0,0.0,0,0.0,0,0,1,0,0,0.9358433633802395
114,-wi6IABUFT0YE,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.9485393230207532
115,-wi6IABUFT0YE,76,6,0.0,0.0,0,0.0,0,0,1,0,0,0.7951724974723293
116,-xvLjYdAhpdTw,70,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
117,-xvLjYdAhpdTw,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
118,-xvLjYdAhpdTw,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
119,-xvLjYdAhpdTw,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
120,-xvLjYdAhpdTw,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
121,-xvLjYdAhpdTw,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
122,-xvLjYdAhpdTw,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
123,05FcuSRHsq_Ps,70,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
124,05FcuSRHsq_Ps,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
125,05FcuSRHsq_Ps,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
126,05FcuSRHsq_Ps,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
127,05FcuSRHsq_Ps,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
128,05FcuSRHsq_Ps,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
129,05FcuSRHsq_Ps,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
130,07VNhYUvV_r-R,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.9163663853064014
131,07VNhYUvV_r-R,71,1,151510.0,0.0,1,151510.0,0,0,1,0,0,0.3025024968511332
132,07VNhYUvV_r-R,72,2,0.0,0.0,0,0.0,0,0,1,0,0,0.1731244980466798
133,07VNhYUvV_r-R,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.2499654211966396
134,07VNhYUvV_r-R,74,4,0.0,0.0,0,0.0,0,0,1,0,0,0.3707203206834636
135,07VNhYUvV_r-R,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.359052883250238
136,07VNhYUvV_r-R,76,6,0.0,0.0,0,0.0,0,0,1,0,0,0.1089714030597325
137,07aY5Z7fL2gjI,70,0,0.0,0.0,0,0.0,0,0,1,0,0,-0.0139610712775508
138,07aY5Z7fL2gjI,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
139,07aY5Z7fL2gjI,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
140,07aY5Z7fL2gjI,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
141,07aY5Z7fL2gjI,74,4,0.0,0.0,0,0.0,0,0,1,0,0,-0.007406585011867
142,07aY5Z7fL2gjI,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.2473412837104678
143,07aY5Z7fL2gjI,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
144,09AcDcmPUMXhr,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.9016578867256
145,09AcDcmPUMXhr,71,1,0.0,0.0,0,0.0,0,0,1,0,0,1.0698993646255015
146,09AcDcmPUMXhr,72,2,0.0,0.0,0,0.0,0,0,1,0,0,1.142400412019005
147,09AcDcmPUMXhr,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.8391330582950741
148,09AcDcmPUMXhr,74,4,0.0,0.0,0,0.0,0,0,1,0,0,1.2222339243527989
149,09AcDcmPUMXhr,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.8162799847884608
150,09AcDcmPUMXhr,76,6,207100.0,0.0,1,207100.0,0,0,1,0,0,1.626812320895502
151,0DeHH7fE9XJRM,70,0,0.0,1243.036,0,1243.036,0,0,1,0,0,-0.0038171140375747
152,0DeHH7fE9XJRM,71,1,0.0,348.582,0,348.582,0,0,1,0,0,-0.0111290012902617
153,0DeHH7fE9XJRM,72,2,0.0,17618.978,0,17618.978,0,0,1,0,0,0.1301597942239597
154,0DeHH7fE9XJRM,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
155,0DeHH7fE9XJRM,74,4,0.0,628.058,0,628.058,0,0,1,0,0,-0.0088376971925953
156,0DeHH7fE9XJRM,75,5,0.0,17232.028,0,17232.028,0,0,1,0,0,0.145866615366272
157,0DeHH7fE9XJRM,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
158,0FbrwQkqkHNBL,70,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
159,0FbrwQkqkHNBL,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
160,0FbrwQkqkHNBL,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
161,0FbrwQkqkHNBL,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
162,0FbrwQkqkHNBL,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
163,0FbrwQkqkHNBL,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
164,0FbrwQkqkHNBL,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
165,0Fs9JYctVKi4x,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.0155253864623109
166,0Fs9JYctVKi4x,71,1,0.0,0.0,0,0.0,0,0,1,0,0,-0.0031359260634664
167,0Fs9JYctVKi4x,72,2,0.0,0.0,0,0.0,0,0,1,0,0,-0.0001236297998988
168,0Fs9JYctVKi4x,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.019388078563069
169,0Fs9JYctVKi4x,74,4,0.0,0.0,0,0.0,0,0,1,0,0,0.1373678980537407
170,0Fs9JYctVKi4x,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.1650520198997557
171,0Fs9JYctVKi4x,76,6,0.0,0.0,0,0.0,0,0,1,0,0,0.1940758853718118
172,0Nx-jwpjbHjzQ,70,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
173,0Nx-jwpjbHjzQ,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
174,0Nx-jwpjbHjzQ,72,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
175,0Nx-jwpjbHjzQ,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
176,0Nx-jwpjbHjzQ,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
177,0Nx-jwpjbHjzQ,75,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
178,0Nx-jwpjbHjzQ,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
179,0P2IVKULm3W4a,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.6860730488895839
180,0P2IVKULm3W4a,71,1,0.0,0.0,0,0.0,0,0,1,0,0,4.004591972453577
181,0P2IVKULm3W4a,72,2,0.0,0.0,0,0.0,0,0,1,0,0,2.861390597712211
182,0P2IVKULm3W4a,73,3,0.0,0.0,0,0.0,0,0,1,0,0,2.064077345137439
183,0P2IVKULm3W4a,74,4,0.0,0.0,0,0.0,0,0,1,0,0,5.861302443441778
184,0P2IVKULm3W4a,75,5,0.0,0.0,0,0.0,0,0,1,0,0,2.87314470590006
185,0P2IVKULm3W4a,76,6,0.0,0.0,0,0.0,0,0,1,0,0,0.1188415088531452
186,0T7ixhiDdZ8TL,70,0,0.0,0.0,0,0.0,0,0,1,0,0,0.4843107825488087
187,0T7ixhiDdZ8TL,71,1,0.0,0.0,0,0.0,0,0,1,0,0,0.3366880327071079
188,0T7ixhiDdZ8TL,72,2,0.0,0.0,0,0.0,0,0,1,0,0,-0.0091257743717462
189,0T7ixhiDdZ8TL,73,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
190,0T7ixhiDdZ8TL,74,4,0.0,0.0,0,0.0,0,0,1,0,0,0.4470603796436752
191,0T7ixhiDdZ8TL,75,5,0.0,0.0,0,0.0,0,0,1,0,0,0.0479246056092373
192,0T7ixhiDdZ8TL,76,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
193,0TN3fLxSaDKy9,70,0,0.0,0.0,0,0.0,0,0,1,0,0,4.332150131967089
194,0TN3fLxSaDKy9,71,1,0.0,0.0,0,0.0,0,0,1,0,0,3.6056903048752447
195,0TN3fLxSaDKy9,72,2,0.0,0.0,0,640000.0,0,0,1,0,0,4.010850100318056
196,0TN3fLxSaDKy9,73,3,0.0,0.0,0,0.0,0,0,1,0,0,1.083031404782979
197,0TN3fLxSaDKy9,74,4,0.0,0.0,0,0.0,0,0,1,0,0,1.73379407155462
198,0TN3fLxSaDKy9,75,5,0.0,0.0,0,0.0,0,0,1,0,0,1.7638839650209817
199,0TN3fLxSaDKy9,76,6,0.0,0.0,0,0.0,0,0,1,0,0,2.064719362722283
200,0WOAOqldr9T8g,70,0,0.0,0.0,0,0.0,0,0,1,0,0,12.0348011217859
201,0WOAOqldr9T8g,71,1,0.0,0.0,0,0.0,0,0,1,0,0,7.230793720031022
202,0WOAOqldr9T8g,72,2,0.0,0.0,0,0.0,0,0,1,0,0,13.396809091915388
203,0WOAOqldr9T8g,73,3,0.0,0.0,0,0.0,0,0,1,0,0,10.466185924662485
204,0WOAOqldr9T8g,74,4,0.0,0.0,0,0.0,0,0,1,0,0,10.633660982077854
205,0WOAOqldr9T8g,75,5,0.0,0.0,0,0.0,0,0,1,0,0,9.13248272924674
206,0WOAOqldr9T8g,76,6,0.0,0.0,0,0.0,0,0,1,0,0,12.640639443928684
207,0diGlQ-zQ4RkZ,70,0,0.0,0.436,0,0.436,0,0,1,0,0,-0.0139739458267248
208,0diGlQ-zQ4RkZ,71,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
209,0diGlQ-zQ4RkZ,72,2,0.0,7594.902,0,7594.902,0,0,1,0,0,0.0481380020453434
210,0diGlQ-zQ4RkZ,73,3,0.0,779.568,0,779.568,0,0,1,0,0,-0.007603958780743
211,0diGlQ-zQ4RkZ,74,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
212,0diGlQ-zQ4RkZ,75,5,0.0,28180.86,0,28180.86,0,0,1,0,0,0.2165108755673394
213,0diGlQ-zQ4RkZ,76,6,0.0,738.148,0,738.148,0,0,1,0,0,-0.0079421551137246
214,0o-xDa8uTNBGu,70,0,0.0,0.0,0,0.0,0,0,1,0,0,3.117383480959524
215,0o-xDa8uTNBGu,71,1,0.0,0.0,0,0.0,0,0,1,0,0,4.569727600657714
216,0o-xDa8uTNBGu,72,2,0.0,0.0,0,0.0,0,0,1,0,0,3.51927175142198
217,0o-xDa8uTNBGu,73,3,0.0,0.0,0,0.0,0,0,1,0,0,0.5054733793430787
